timestamp,open,high,low,close,volume,sma_7,sma_25,rsi_14
2020-01-01,9941.653924650302,10077.678060184802,9618.174934097233,9686.272985428914,2564404.8532538484,,,62.27116483967035
2020-01-02,9657.601515847045,9909.744807821378,9394.960824185775,9525.874449728974,3473351.6102665802,,,44.88949116735915
2020-01-03,9527.781997174781,9661.020202275367,9339.722315421825,9626.385197657093,3069187.5690088132,,,48.6643577791021
2020-01-04,9596.686692649346,9869.774719854733,9507.320406988594,9769.94438009149,3597232.037325521,,,33.8144775900074
2020-01-05,9738.993325292471,9907.05863056644,9539.634082406057,9604.22973325306,4215998.84079632,,,36.29342836500885
2020-01-06,9611.569484418784,9859.694884752478,9491.055673557346,9620.308567816131,3306645.6524900855,,,45.38715329113051
2020-01-07,9586.829979761704,9819.25410423762,9455.89757145548,9627.72866195374,3969995.3873627908,9637.249139418487,,51.11352422011972
2020-01-08,9637.700741402661,9838.054913252745,9231.73345873454,9410.39939182954,3181703.2804363454,9597.838626047147,,37.783516624469286
2020-01-09,9378.697444746618,9515.71014235876,9137.635975277211,9423.544160319305,3536741.38645365,9583.220013274336,,37.70036417999309
2020-01-10,9395.563177563214,9500.569947560336,8960.270893048279,9031.8733610737,3355388.5768583477,9498.289750905282,,70.43693326571139
2020-01-11,9007.476570169836,9292.431744391384,8899.120491771175,9207.400489750236,3498739.256684037,9417.926337999388,,52.8226100009508
2020-01-12,9154.666844705516,9389.170447583683,9085.266220745465,9320.858850398503,2917995.844125531,9377.44478330588,,58.34873332037863
2020-01-13,9335.032312584808,9616.002878161245,9190.26891761874,9377.572155379532,3143777.3942228453,9342.768152957795,,37.77847332480431
2020-01-14,9339.624376841177,9665.85402762604,9305.005796772408,9508.170443606703,3825122.1484722155,9325.688407479645,,31.687057773545313
2020-01-15,9488.858793864487,9708.614306198435,9408.379517649571,9506.798158183698,3819574.984282669,9339.459659815953,,71.87707685133472
2020-01-16,9530.381464209619,9715.375928167303,9343.383665782561,9651.398562015842,3356945.2709421446,9372.010288629745,,39.10409218381549
2020-01-17,9613.887189169502,9720.310779599844,9388.366055509467,9574.91025880008,5932170.111837188,9449.586988304944,,50.85397260510067
2020-01-18,9510.315891598311,9741.76898246273,9429.901279010006,9528.985056229647,3123936.616516299,9495.527640659144,,55.45325755455642
2020-01-19,9511.875100780835,9688.236055294137,9420.546595612243,9582.003941694182,4022688.6048417864,9532.834082272811,,71.4401214216656
2020-01-20,9580.955759278393,9704.418723379982,9343.19609774805,9414.667491302103,3301942.9026851626,9538.133415976035,,54.006810166372645
2020-01-21,9379.208864839617,9512.865408511607,9108.152981642543,9336.435480704678,3687947.8830573913,9513.599849847176,,73.96868936354744
2020-01-22,9270.180411505458,9514.493711422148,9122.997754519833,9395.685245403887,6081773.0987493405,9497.726576592919,,55.41188074759202
2020-01-23,9355.066722598185,9587.349731538323,9246.294226882816,9373.754092011675,3888114.7842510673,9458.063080878037,,60.75974853205865
